conversion_id,user_id,conversion_date,conversion_channel,previous_experiment_group,trial_started
dfba7eea-c1a1-4ce4-8f16-600a103f0b10,e0a6ad25-6bbc-4531-9a73-ee7baa52a990,2025-06-06 05:24:16,in-app,control,0
b89d82bb-4070-45bd-a495-4af8f5bafb4d,24bc6eda-2b26-4e25-853a-6d0b5fcc5543,2025-08-11 18:36:43,email,treatment,0
445015fb-6521-4102-9122-c8791418bb42,384c9923-5627-4c85-bfbe-52414362ac2c,2025-09-11 11:53:16,in-app,control,0
b7bc19f4-760d-4583-8102-e49cea3535a4,addc5941-c162-44bf-9cac-4671cca4a671,2025-07-15 11:04:11,in-app,control,1
456711c7-87d5-4600-95c6-5c4c7a4e4b34,eec71b2e-3a78-42fe-bf22-e657afe25f9d,2025-07-03 14:00:48,email,control,0
7e42e22c-7ed8-44b2-80a2-c8213a07b286,e0c2423b-0d38-48c0-9f61-e16f6ad81d3d,2025-06-23 21:51:31,in-app,control,1
e283dc1a-417f-4136-9237-ea350fbe3471,6a7ce1ef-7b66-4d28-848f-1da0d70f3ce3,2025-08-03 07:09:23,in-app,treatment,1
9103b458-7770-47f4-8105-a4c6aa3e17f5,75d5ca2b-4368-4e9d-8062-105c7b6d273e,2025-07-06 21:56:59,in-app,control,1
6549b6ba-59bf-4c8a-a0e6-6e7ba871bd7b,da657670-1a45-4c20-ab27-d7b81d287c71,2025-09-06 19:19:30,in-app,treatment,1
87fcc416-4afa-427c-95c1-3a1ffe0b11d5,beaa0d16-95fb-4d63-9835-e17ca821b783,2025-07-29 00:43:32,in-app,treatment,0
6115db7a-c5d9-44e2-b91f-cf8a18e00a92,2456853b-cf6c-4427-abda-8a8c79f8d6eb,2025-08-02 20:08:27,in-app,control,0
62b2f595-6d3b-4183-93a8-2f51ad1f5591,842199b9-085d-49f3-87e7-ca1375e31cb1,2025-07-29 22:50:52,in-app,treatment,1
cfbd7f92-8823-4356-92c2-e082fb585eea,6cf7c9a4-1a85-40ff-b60e-602959a9e8cc,2025-08-08 08:45:44,in-app,control,0
9e98cf5f-cfa7-4f0c-a743-b7ecc9676d71,4a085986-52c2-473e-80f9-da246649f517,2025-08-18 19:39:44,email,control,1
55b1b22b-aab3-40c0-9ab0-2adc1e386b82,ac48c16b-42ff-448a-b3b6-997457e68444,2025-09-27 19:04:43,in-app,treatment,0
ce7576a1-f9b3-44ba-b347-bc73abb1f173,62ef6ddc-562b-4b83-9684-106b2bfdce9d,2025-08-14 05:27:18,in-app,control,0
879dfca1-24fb-4eb4-8f18-72068149f809,56eacf9e-1d34-49f4-94a4-d76845717c90,2025-08-12 12:56:31,web,control,1
0f96fa56-8685-43ea-848a-4804a0ed2d66,48c7bc27-5062-4d8b-bc59-c9197be5483b,2025-06-19 03:58:39,in-app,treatment,0
ee49831e-c9b3-4429-a37f-4fd2ac81a828,a383d42d-ae55-46af-94a4-490ff17fdf75,2025-06-26 04:32:07,email,control,0
6acf262d-22a4-467c-abf5-11e9c95525bd,28475d0d-5c68-40a4-b28d-5ea056ad3db7,2025-06-02 13:56:20,in-app,control,1
29ba89fd-2b34-4e80-960a-f9e759006aaa,ba1900b1-780d-44f9-8d37-a5941690b167,2025-06-18 12:35:55,web,treatment,1
1f433cf6-725b-4bf5-8e25-b0b2dd4a2423,ed92be5c-92da-4357-bf7a-61c1fc1848ae,2025-08-20 21:31:01,in-app,control,1
7f2aa062-8d38-4c2c-a6cd-f2de9e4ee80e,fcbda4b2-8941-422d-9b85-94db5afd5a50,2025-07-16 20:53:38,in-app,treatment,0
289033bb-eaa3-474e-92f2-1bfd6d5f92c5,08956b2e-c7d2-4f16-ac7e-fef3d1dac018,2025-07-12 03:12:47,email,treatment,0
453c6245-779c-42d6-a8b9-e796cb7e9d71,6f54c8f2-30ab-4082-a880-f7a738601403,2025-09-27 04:36:36,email,treatment,1
1c04f5eb-e57e-4d3c-96a1-c60d9be4f260,3b4d6546-f349-4e3e-b9b9-9d54a12a42f7,2025-07-16 12:33:29,web,treatment,0
c97172d8-8547-4dde-9b4e-313f7fd95425,bb2cd814-f19b-4d59-aad8-d41b4f4cbcd3,2025-08-10 11:10:41,web,treatment,0
a6329878-d3fa-483d-aa50-c80da84359c6,b4708599-7544-4c76-91c6-cab30172a95e,2025-09-28 00:08:48,in-app,control,0
1e502683-4776-47b9-9b03-a6c3a5facdf3,1b2b49b1-dd82-4d79-8f33-18e9f2b09560,2025-09-09 13:36:31,in-app,treatment,1
c7871399-ca72-4615-a45b-ef6dd1baa33a,0873f351-3706-44be-ab32-591ed6e6883f,2025-08-16 07:01:50,in-app,control,0
51c9ab42-d70e-4a2f-a54f-c18bb218df0a,38b7b79d-a859-4193-a199-9a2bba17a97d,2025-07-07 15:08:46,in-app,control,0
e904363d-60c8-4085-8cf8-4de344705b73,cff5745c-3b70-4fd2-b503-1ceb971b65ab,2025-07-20 05:13:59,email,control,0
94a28d15-5195-40b1-b886-51749771a0c7,4e05a0b6-09c2-4007-90fd-e866828dcb32,2025-08-04 04:46:07,in-app,control,0
2175ffb7-941f-4e23-b8d4-87fd2079e726,a187293c-b931-44c2-a1a3-3037a5ecacee,2025-09-08 02:06:56,in-app,treatment,0
db90dcec-8324-43d8-a4b4-d769aad1746f,263dcb4e-a7bd-4f90-90df-81d7ed24ac60,2025-06-15 22:31:48,in-app,control,0
bc9f5ab8-bd9e-4c98-869f-aafc494c0156,1d1c271b-bc1e-438d-9af6-513e9920a095,2025-06-27 22:51:39,in-app,treatment,0
ba801f74-4d4b-4e17-ab25-3c79e4fd8695,090f7b97-3dd6-4a18-be37-1ed44122bf2a,2025-08-20 01:33:32,web,treatment,0
d15d74cf-af24-4372-96ab-40fefb9a136a,ba6110d3-23f6-4afc-a0ae-4129f011bb1c,2025-09-22 14:57:30,in-app,control,1
327be157-2026-4189-ba42-7df9cdf4cec7,7bf032e9-7841-49f6-a565-0318e0975c3a,2025-06-23 21:50:24,in-app,treatment,0
4832de41-ad7b-42a8-8148-3453896424b0,5f6d186d-6bf2-472a-8cdd-b7c5dd301db5,2025-08-28 21:07:56,email,control,1
fcb00f6c-b5e3-4bc6-b964-c2a5e451ef6d,baf61669-b0a8-4229-8723-fcfae4d8fa66,2025-07-30 10:45:38,in-app,control,0
3f230049-ba07-41af-84f4-6ff445ab4115,541cf1eb-e9d1-4b6d-a8bb-5f743dcd06e7,2025-06-15 04:43:16,in-app,control,0
6d5c3814-3c6e-400d-a3a6-52f964617874,23a0fc42-0fa2-45d5-9cc2-9d8db9a4daba,2025-06-03 05:45:09,email,control,1
7b5e991d-61a5-4264-b388-3df275e76a3a,47996e45-9255-4164-ba07-3839d003b381,2025-08-31 03:20:34,in-app,treatment,1
81234d44-7ae8-47a1-b604-9db6db3b367c,81741375-85ad-4d66-8a05-c08649e0e357,2025-07-26 11:30:09,in-app,treatment,0
fc751043-91e6-4f33-a93d-e13b6b2ea547,80ed558a-bf91-463e-9167-81270006129a,2025-08-12 00:38:13,email,control,0
4b8d38c4-0088-4db1-bcf2-21c92a5506be,94ef0e3d-57aa-4bc1-b349-07114788974b,2025-06-05 15:11:18,web,treatment,1
d4f6fb98-8064-4bac-b25f-3c4b088058c3,b8eaf240-023c-4814-b982-5d9ac2d90fab,2025-06-08 01:53:48,in-app,treatment,0
06944a55-ea89-43bd-b87c-1d14b385ac6e,68723729-1ce4-4904-8191-6d91e8661e3b,2025-08-06 09:25:02,web,control,0
73d2e67b-9eed-4afa-a6f8-7c993f03d63e,ab3c55ea-0ff1-436e-8e2c-fd1ef1908736,2025-06-15 12:57:22,in-app,treatment,0
a5d6fc93-b082-4e9c-abec-160d07e259da,a57f3516-2895-4fe7-ae5c-e2d6c884b4bc,2025-06-16 11:04:03,in-app,control,0
75badc49-5143-4734-b4f0-b86378038b14,0ebadc6d-3b73-4201-94ee-b9f3450ce286,2025-09-25 10:59:08,email,treatment,0
43d8a5a5-cb65-4b8f-a1e2-54bcd269cb7a,c4825a21-06b5-4836-aa92-10f216581c4e,2025-06-07 07:58:58,in-app,treatment,0
a4dc45d9-ffe7-4aa9-a4d0-f00b836603f3,934fab12-3a96-4f10-98db-2c8ddae3ebc6,2025-07-29 17:24:17,web,treatment,0
5cf8d547-f5cb-4a96-9a2c-183652a84502,65e31ddf-6238-4208-894a-7f427a4a4b4e,2025-09-06 20:53:06,in-app,treatment,0
391b43f7-b162-4559-b2b8-74222a84d904,6c67083a-1819-4ad7-80d7-3a9fea72266a,2025-06-27 23:48:39,in-app,treatment,0
df09985e-c022-446e-9a4d-f241073523e0,12b6feff-e78c-4f77-9ea1-5f30dccb0379,2025-09-16 09:39:55,in-app,control,0
bb744f4c-142e-4495-ba13-6efedf0a0306,9202553f-c732-4a0b-a1e1-cc042af55c12,2025-08-03 10:35:48,in-app,control,1
2f96edbf-62fb-40e8-b281-40947b8a2ce9,ee952ad5-e8c9-4b49-a419-10effc41c855,2025-09-02 15:32:36,email,treatment,0
8f6845f1-14d1-410f-8410-0888e040d756,9a374d81-e29e-4fff-bdf9-690008a3287c,2025-06-06 00:58:57,in-app,treatment,0
a57d3f32-2091-4b03-bcaf-bc3eb7529883,35c5000b-6e0c-4d74-b30a-1d71354533c5,2025-07-23 12:52:03,in-app,control,0
5e98a6d1-157b-4a41-8f3b-2ce054223ebd,5deef4c6-8bfc-443c-998e-1c7827b7f86d,2025-07-25 09:33:37,in-app,control,0
eb2a123a-dab5-4f1f-a4d9-4b046e18e615,fdac2c69-ab27-4f11-bd33-1aeb514cb41e,2025-07-02 22:38:37,email,treatment,0
7ffa1547-d396-41d8-8ef6-f4fb52bb6b48,c7677735-9a23-40d9-b7a7-ac90bb60135d,2025-06-13 04:10:49,in-app,control,0
d24182ae-b098-4f3e-9eff-03c31db7e7f1,e21568ab-7ef8-47f2-a31e-aabbb52d8865,2025-08-28 20:51:19,email,control,0
9371feea-d5c0-402a-843e-c1d65acac998,074d6fbf-03d9-4afc-982d-da6a9d65297b,2025-06-06 15:32:55,in-app,treatment,1
f505fe46-194a-495f-bcce-bc635e44e0b1,6fe07001-50da-4fcf-9abb-2458b407a1d8,2025-09-15 02:12:17,in-app,treatment,0
cc66d9aa-979e-4d75-8198-0d3a0fc9d2c4,0752c412-5815-434a-b911-cf273086e80c,2025-08-05 13:31:08,in-app,control,1
b97a5fa7-6fb3-44ae-b8f9-a707f8423be3,a6ebd4b0-5a50-4153-9d32-cf5c6af0483d,2025-06-23 10:04:32,in-app,control,0
f7ecc395-b83f-47ca-8aa0-e50ae4886b52,0c140ede-20ff-4b3a-9411-8c8c65944aa0,2025-09-08 06:26:01,email,control,0
af8714e1-75bb-4770-90cd-62a8558553c7,3f0d4330-6d17-4ea6-8801-851fd0362d79,2025-07-20 13:58:12,email,treatment,0
963b7c9f-017a-4414-b0e9-faa56e46db13,23ed4a4b-0a89-4a79-99a7-c7fd53238f5f,2025-08-10 18:32:23,in-app,control,1
beab5cef-3a67-46a2-bc07-7a73e1585b65,23dd15ec-2b0e-486a-a2f5-384e56b1732a,2025-06-08 00:52:09,web,treatment,0
772a6b38-235b-4d26-9b62-747a0e073555,e3536fe2-1a0c-4338-b020-c6a9ead91ec8,2025-08-18 05:37:28,in-app,treatment,0
4264485a-711d-453f-97fd-0d0c7878da54,3153c397-675e-4500-bafa-7ede453654bb,2025-06-11 10:17:27,web,treatment,0
e6f96f6d-4d3f-4b2d-96d7-8fd25044c45e,cdfd14c7-3c8a-4987-9352-ab9b18a2670d,2025-08-12 13:57:38,in-app,treatment,0
2f4721e2-8d69-4fc6-9ba0-93700a68c43a,d6155b3d-6e6c-449d-bd0a-dc4401dcf0f5,2025-07-16 11:20:11,email,treatment,0
d8438096-b6e8-491f-99c6-9368deedfa26,93744527-d5a4-4bb0-a424-cc6f245ebee1,2025-06-03 16:56:09,email,control,1
ccb32fa6-5087-4bb0-9814-80df37595e1c,005b89d3-2b83-4824-a456-eaa756b81c3e,2025-06-10 20:22:29,in-app,control,0
de094cf2-8185-4be2-ba7c-d975f8a80df6,3d8478d2-e194-49fb-9293-04663740eb9c,2025-06-13 02:16:00,in-app,control,1
33c5f5a7-a141-4c90-af1c-fa984ea8786f,f56d86d0-fd12-4bfe-acb4-8c668c937636,2025-07-10 06:23:52,email,control,1
186ba3bf-694b-4381-aede-5deb6bf69c07,c45a2520-fb9b-41ec-a94e-1da20bb228ba,2025-06-07 11:21:25,in-app,treatment,0
37247abd-0a8c-44c1-8b1f-96a0af938a3e,8744ca16-5fce-4be8-af93-d23e898ca836,2025-06-20 14:27:13,email,treatment,0
2ddff12c-9fe8-4816-b217-30d9f05ff858,a5d5c4d1-ea53-44d2-ba05-ae760d2d893b,2025-07-31 10:57:15,in-app,treatment,0
98963242-0785-4763-8f8f-aa135a32a551,e7a1f315-aeee-4b6a-b32a-749c186735c3,2025-09-30 14:45:05,web,treatment,1
8685dfe6-b385-4b3e-96c1-478694525cf7,06b9baf7-a26b-43b9-95ae-3fc683f9db93,2025-08-02 14:57:17,in-app,control,0
671d7af5-8923-41ae-8149-0359fb0e5b81,a4dfa2fc-d791-4e56-bcd5-54046f4dec06,2025-07-06 22:22:13,email,treatment,1
9b7ff6ee-d330-480a-92ca-9e98201b7bcf,49d3542f-95b1-47a7-9625-913272537915,2025-06-26 21:57:42,in-app,treatment,1
1d753bbe-a7fe-4c52-bc4f-67ce8ff4e0b9,48942296-0f69-467e-b5f0-2d97e5fee295,2025-07-28 13:45:30,email,treatment,1
46b24348-74df-4c94-8981-990af1fe3367,eef7afca-6a48-4009-bbf5-a38183bc37c0,2025-07-28 05:42:51,web,treatment,0
2f875f0a-238c-4120-98d5-caeada55a0de,55753506-22ef-4ab6-a525-62ce13bb3b9c,2025-06-16 14:39:15,email,treatment,1
3dba10cc-723c-41c7-9557-79c47fc81afd,36d47dd4-6354-4903-be2f-2652f19531ba,2025-07-31 09:24:18,web,treatment,1
d9e1babc-c0b5-4c13-b7bd-496a1a578f7a,6d7714ed-f30d-490f-83b9-76184b9e3ac8,2025-07-04 15:01:55,in-app,control,0
3de27731-e9f8-4543-93fe-68c6a739b03a,d0d37673-172a-4c01-af05-3429e7a295ad,2025-08-05 05:46:22,web,treatment,1
02886ae0-47a0-42fc-998f-bfa88fc0fff0,212c3bda-7878-427a-a181-9770e6930f77,2025-08-10 02:00:37,in-app,treatment,1
ad79760d-4aeb-494a-ab9c-1f048ea6c679,a1a64585-aa8e-4f41-983d-9387392e7b29,2025-06-16 18:14:33,in-app,control,0
e3373096-82ff-47f7-b502-db36c5ef5087,d7aa8bcb-c0d1-42a2-a4cc-3f282b82f312,2025-08-09 17:32:10,in-app,control,0
73ab7699-afdf-423d-bead-5bb08340cbe3,d7e8f68f-a02d-4e47-8499-8b140a83c536,2025-07-15 10:17:38,in-app,control,0
08e3279b-9c3e-43cf-bc9c-c09de2fdc7e3,88c8d1be-ad02-413a-b857-ca22b39c6c2a,2025-09-07 05:33:05,in-app,treatment,0
4c5b8986-8363-4086-87a8-f084ba21c7c8,cf8d698f-7102-4a7f-a551-b71925fb99d8,2025-08-13 18:05:44,in-app,treatment,0
fa16b79d-609e-4983-b49d-52e324c54565,032dd9a1-06f2-49a0-895e-d66f1e9045ee,2025-08-11 05:27:21,web,treatment,0
42d4d2b3-7939-4e3b-975f-aca83c3d5329,aa6f2e63-45e4-4be3-878b-f4c9c85d20db,2025-09-04 06:56:36,email,treatment,0
d85638b9-b0c7-4f4b-9a12-87b03cededb9,244af450-cee6-4bd0-902b-d67cd8aaeadd,2025-06-18 17:50:03,in-app,control,0
2e59b249-4b38-41cf-a8aa-d3ebe6ffe346,3b347c57-7591-49c4-9025-bfd8f201e7b6,2025-07-13 06:16:23,in-app,treatment,0
b1e9de3e-0d52-43d1-a71b-d92d956bdce9,e197ef64-8d96-4cf7-9345-c53afc9b29b9,2025-08-20 20:26:54,email,control,0
15346bb5-9f02-4b37-bf15-cf0b46a5dbe0,0c66bf45-0812-42e4-b05e-c9adece1da9b,2025-08-07 13:57:56,in-app,control,0
288fba4e-360f-4d28-adba-8410dc1e9067,37dcc7ad-3271-4999-8c76-88e5fd9daf67,2025-08-22 22:40:01,in-app,control,1
373f818a-cda8-475b-90e7-c972c1b1c9a6,37aa3708-3484-4541-9f11-cb02a2a79d9e,2025-08-25 06:19:00,in-app,treatment,0
343238a2-e8e8-4f0a-861f-1f556a4b2187,15ee037a-7282-4db4-8c15-f8c3de28a0f1,2025-08-15 12:08:22,web,control,0
846ceee8-79e9-4fda-b938-d42c2f01ecb9,807a0805-ca5a-464d-8063-99b72235cba3,2025-08-17 21:28:13,in-app,treatment,0
762ffbed-bd14-4da8-a16a-7933ed8af2ae,2701227d-320e-4719-9175-f1c0a73f6334,2025-08-21 14:18:12,in-app,treatment,0
87819f37-67b7-45d5-af36-85ec95fe95b4,185b90db-4610-4ac6-906d-5cfc36e5312e,2025-08-19 22:05:17,email,treatment,0
21c90406-b9d5-420d-8fdb-aaaa95b52d8e,8bd0176d-7715-468e-ae7e-6cca396a745d,2025-06-05 19:42:35,email,control,0
b1feaa7b-f35b-4d97-85c3-a548e2989adc,097d87ed-53d4-40b9-833c-4963307c5f86,2025-06-07 21:59:30,in-app,treatment,1
3549b367-a492-4ab6-9070-0e9d1802e9f4,d1dbf907-1a24-4c32-8a32-a597efd3ae8b,2025-08-10 03:44:24,email,treatment,0
124c5771-44f6-4bf5-acd7-a3ea48b378b8,799fae45-d3c0-41f2-8c65-4de6346fe587,2025-09-27 16:21:36,in-app,control,0
db4be001-0461-4a84-bb24-cc6094e85666,f1ae915b-ee82-42cc-a43a-1940e5febeac,2025-07-30 09:08:20,in-app,treatment,0
7fa054f3-5def-4ba2-b7e1-0cb785c90f08,38a397b2-8be4-4d5d-9102-a33dd148b13d,2025-08-15 08:31:54,email,treatment,0
f017165a-9324-4a61-9a53-155bb33c8de8,7de6970d-ef75-4066-acb8-e0f76d0b056a,2025-09-10 09:20:07,in-app,treatment,0
a9e415e3-a537-468b-887d-9f0585d687b1,67a37669-bf80-4bb2-af80-9f7112ba4380,2025-09-26 18:11:27,in-app,treatment,0
ee28d3bd-6d44-4ae2-ac2f-0ebfcf9993c7,8c4f68a7-2e8b-4c00-bca0-dda2ef34e7a4,2025-07-15 03:27:11,in-app,control,0
5f2dd32b-b628-4c65-95aa-b17dca1dbd8d,70d6f9be-654c-400e-b1f2-2ea6dbc705db,2025-06-20 19:58:10,in-app,treatment,1
c4594b90-2d53-42b6-a186-8e8f4fd1789f,6fda0873-d159-4e92-89a1-78604813ed1b,2025-09-13 07:41:47,in-app,control,0
5bfab7e0-9e87-41bf-a3cc-42c39821033f,3aa6671c-ce3e-45bd-9ba3-8423523f6a8c,2025-07-29 13:36:22,in-app,control,1
634be376-4bb6-4204-9240-dcc4a989694b,d420055b-f21d-40fa-95c2-9cadcca94943,2025-08-15 07:49:33,in-app,control,0
d426546b-4d97-4c21-8051-1bb89327fce4,a3c3b6c9-d39a-4215-8411-4af3bba7e146,2025-09-11 01:17:07,in-app,treatment,1
90d30ebf-e894-428b-bc5d-621d0666b27e,4980d1de-8b08-4165-822a-586201a9210d,2025-06-10 05:28:29,email,control,0
51c24cf2-b793-4ec0-9fae-1ca96297dbde,fdee4233-d54f-44a5-85da-040cf9d503d5,2025-07-23 18:17:09,in-app,control,1
36b19bc8-e414-4a86-b7a7-46adde75bc76,924b6b4c-759b-4d9b-9608-e2a287a5a797,2025-08-21 23:56:12,in-app,treatment,0
ac304d89-481b-40b4-883b-4268a904e363,2757347e-e4d6-458f-aa22-e613356b2157,2025-07-25 07:57:46,in-app,treatment,1
048d2edd-ed82-404d-b23f-a874d2f16d98,3ff58d46-28c4-43e5-b338-a7c44eb2a63a,2025-08-22 08:45:05,in-app,control,0
a6d54c59-c045-4faf-9e71-23fd4cede6da,c1d9722c-dcdc-486d-90bd-b455acfd5b6a,2025-07-26 02:11:10,in-app,treatment,0
73eef3e5-99c8-4f7d-bb67-c9781cdc3a68,30fdcefd-5b2b-4c49-a67a-822878d519b6,2025-06-16 07:37:02,in-app,treatment,0
1988be7b-9d75-471f-9bda-06a453e821ba,f7fe6bc0-b7ba-4a6d-b114-acf716cf8e1b,2025-09-28 15:12:44,web,treatment,1
5931d06a-8667-444d-9c34-6d94b44b7555,ab91d46c-a4e1-46cc-9d8f-230aad167281,2025-08-15 10:20:41,web,control,0
a2c9945d-ad0d-4ac9-af2a-6106bf773d7c,77cf6ef6-9655-49c5-9792-315f756ef2ee,2025-06-16 08:44:41,web,treatment,0
9b6bb815-f6c8-47b9-bbac-329efd349434,efabd77e-3ba8-492a-9583-54070a22d7b4,2025-09-05 07:40:11,in-app,treatment,1
1c4ef263-2ff5-4765-9b85-5e6f6c930e7a,3a23cd6d-40f2-4ff7-8a44-5e61e27abbf4,2025-09-01 23:17:03,in-app,treatment,0
dacf55d4-2b02-48fc-a1b6-b10726cff692,3d27bccb-e3e1-48b6-9932-371ae041ec49,2025-07-02 06:21:55,in-app,treatment,1
3b00fbe4-1968-446c-9529-6e517481755b,ed26919e-d11a-4171-878d-504e0df62e6f,2025-08-14 03:11:18,in-app,control,0
b385003c-b4c5-4676-a3bc-e842b844ccc9,c3b2bf18-bfab-4b89-a08f-9bd68e04d411,2025-06-28 16:02:54,in-app,treatment,0
76481f3b-2185-4d42-ae4d-2bebc0ecb50f,d659b2e9-df73-4ed3-ba2a-75c298dc76db,2025-06-08 04:45:15,in-app,control,0
0f1ce817-1609-421f-8355-17b2d9640cdb,f98b3c2d-3307-4252-bc51-8ac7681174a4,2025-08-31 12:00:41,in-app,treatment,0
4dbded12-a0f5-4445-953d-f6045b612c18,b6c7741a-c31c-42f9-8339-08569f9250e5,2025-07-26 02:52:01,web,control,0
dd8dc0a5-d4b0-44c3-8031-4038755cf977,b5136e4e-2005-4fd3-9e7d-882e23d7ee8a,2025-06-16 00:32:30,in-app,treatment,0
d862157e-d5d4-4b02-a193-ddabb14e7703,d14e6141-d666-4d80-bc0b-89af08932817,2025-07-06 21:01:40,email,control,1
ac8f28d3-777d-407f-abb0-e08bac7a5c3b,9096ff19-2f63-4667-9601-09bc45d042b7,2025-07-18 04:51:08,in-app,treatment,1
8ea9c9b5-5f2d-4d58-8e93-df4a777df506,2bfec92d-737b-489a-8985-3386966cc481,2025-06-01 20:37:50,in-app,treatment,1
6cd62bc1-43a5-424c-b8de-4f2cffa3e95a,e922d0c9-d3db-4550-9c2b-d33f7978a1cb,2025-07-27 13:21:44,in-app,control,1
b8601a8a-e4b5-4ddf-bcaf-3f52b35c6a12,8cdd293b-4ccc-42f9-8ef4-68d69f178f97,2025-06-30 20:21:39,email,treatment,1
763a8fd5-f2c1-42ef-92f0-da197380f72f,04e8bba8-5ac3-4bc5-abae-250b7f8a6ba8,2025-07-24 22:45:02,in-app,control,0
80579f7b-32b2-4315-909c-887d055024a8,b10ae084-0cf6-4ca3-b924-ec32b8ec48f1,2025-09-25 01:30:38,in-app,control,1
1655ad64-d95f-4d71-9426-7ba7f039cbdc,30aca370-2fb5-4b59-be53-ea8e5b42981e,2025-08-29 00:07:11,email,treatment,1
49040ac1-603d-482b-8146-3919544266f1,93c6ce16-2199-453b-83a5-ccd8a473a963,2025-08-26 14:05:35,in-app,treatment,0
832f9c3a-03d2-4fd8-abab-d765f15b9879,3415758a-719f-43e4-8e15-a4ebe6c1c7a9,2025-09-18 19:36:41,web,treatment,0
653992b2-4163-49a2-a3f8-4bcb492af7fa,9d8bf3eb-d33e-4f5f-a4a1-d1487d14b76a,2025-06-14 11:52:38,in-app,treatment,1
2f773b74-51b4-4002-8a8c-a51f6e805dad,380cf3dc-ca7d-4379-b072-50db59cc519c,2025-07-25 17:59:08,in-app,treatment,1
e00ea6cb-4623-47bd-8968-9bdae8336b54,f217a024-d6c1-45dd-bb49-c436df561f89,2025-06-24 06:01:02,email,treatment,0
5415bf9c-cf04-41a4-976d-ea1d0c017fd6,0a6e94cd-f528-46c4-824a-37b388cbd6d5,2025-06-18 17:36:15,web,control,0
39972240-0c5d-4a9c-ab08-cf3119017846,edf9a51f-735c-436d-bd05-5154f2ee6662,2025-09-28 21:26:01,in-app,control,0
9adb2fef-696b-4caf-b41c-4e8410c60b8d,51adddbb-4563-41f2-b1e5-4a6dda8ca414,2025-09-12 10:44:49,in-app,control,0
5c4ef973-6067-4e3b-bd6c-fc90ec9727f8,4c0e73d9-2267-425a-a6df-257d9193c103,2025-08-29 19:26:05,in-app,treatment,0
2c2dc354-4d34-4ef9-a52c-11c07aaf8dd3,147c73ca-32c4-424e-9a26-a4b03e03c5e0,2025-06-10 04:12:27,in-app,treatment,0
18d7a85e-062c-4d04-8762-3c2e2e66ce4d,e329e5f2-5984-42f8-adbd-55a7cf82349a,2025-09-03 22:53:27,in-app,treatment,0
e6def868-35c9-4161-817d-03fb2a56419c,ac9e0880-0ccd-4dcb-8ca4-73150aeeb9be,2025-09-13 11:32:36,email,control,0
da1652a2-c2c5-4c49-9ca4-d317d3ec9a78,a6fafec4-dca5-4f9e-9773-95fb58897fce,2025-07-06 10:50:19,email,treatment,0
fee19a4f-add5-4f27-ba38-d955497d65af,6ff2675c-83d7-430e-beac-137bc0d06df6,2025-06-18 22:19:17,in-app,control,0
c435c06b-9bd9-48f3-b3d9-69cdfa225cbb,0f68a8b6-701f-441e-8f49-8ff6abd06d2b,2025-06-02 00:51:54,email,treatment,1
815794c9-3345-4d73-a426-cbbe8ca06bf5,fa6d7437-e482-4f21-bebe-e5d57afe4eb8,2025-07-07 04:09:59,in-app,control,1
497c0d5a-498a-49c6-b1cf-3e94a962dc93,3024f63f-6909-4fa8-af4a-4e7fd8c14b98,2025-06-21 07:50:58,web,control,0
eab684df-2a68-4c8b-8e7b-506e842f34a9,b282660d-ef1c-4857-8595-40eb8bc96143,2025-06-09 00:17:20,in-app,treatment,0
8a704385-1c3d-40b8-ab16-8bff6a99fa7d,9f57d25e-34db-4126-91bc-bff915422d6a,2025-09-18 04:25:44,in-app,treatment,1
08de6946-a247-4352-a10e-23c8729c545f,68495167-961c-4c4e-98ec-ef65a47fc8c2,2025-09-13 17:50:38,in-app,control,0
88dcdf77-48a1-403d-aeea-b1b472e6dac9,e077f398-2198-4076-9de1-27fadeff828e,2025-06-18 02:23:01,email,treatment,0
74546de8-7147-4aa4-a840-756321f15d18,c585b94e-ef6d-4e34-a15a-4116952b8e52,2025-07-30 13:33:24,in-app,control,1
d4dadc27-9abd-44de-9585-be7f9b74615e,d8fd4f26-d3c3-4438-b6a5-39a47dcbedbe,2025-09-09 11:55:48,email,control,0
c8e65f47-b2e2-4cb2-b63e-4a3bffe826e0,59692098-5790-407f-9d9d-886493ed2947,2025-08-11 23:05:42,web,control,0
2954cda8-abb3-4ca4-b39c-4696dc0e0d7f,bab9c867-1289-40a3-bf9f-9382e89b4ab1,2025-09-11 06:26:24,in-app,control,1
05d35ab1-ccaf-4b7b-8f1b-2af5f7e0d905,5773fe93-a6eb-4977-b602-6c3a0cec7cd4,2025-09-21 16:08:33,in-app,control,0
acbf8478-b0b3-4cb1-9696-f1eb6922a66f,169f1578-aa4e-4390-bb1f-6100aca241f2,2025-09-12 18:10:38,email,treatment,0
3fa99106-4a2f-49b7-9f30-26b7d3b8440b,a2b81361-5a8f-47c9-b66f-09f7b4738779,2025-07-04 07:51:22,in-app,treatment,1
6d402ff0-c30e-45ec-b431-d357ced35626,e7dca681-4ba7-4ce6-a29f-c895041f5004,2025-06-18 14:21:14,in-app,treatment,0
2f339c26-8b99-40b5-bcab-7428832fbf95,aff60be2-1825-4597-8020-da00d82533af,2025-08-27 04:50:09,in-app,treatment,0
68ad35dd-3022-46a9-9c4b-d106b6608050,f2fdeac7-aba4-4913-a166-a46f4803f4f9,2025-06-25 02:33:32,in-app,treatment,1
